index,checking_status,months_duration,credit_history,purpose,credit_amount,savings_status,employment_since,installment_rate,personal_status_sex,other_debtors,residence_since,property,age,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,target
633,no checking account,9,existing credits paid duly till now,furniture/equipment,1980,< 100 DM,< 1 year,2,female: divorced/separated/married,co-applicant,2,car or other (not in savings),19,none,rent,2,skilled employee/official,1,none,yes,1
634,0 ≤ ... < 200 DM,24,existing credits paid duly till now,car (new),1355,< 100 DM,< 1 year,3,female: divorced/separated/married,none,4,car or other (not in savings),25,none,own,1,unskilled - resident,1,"yes, registered",yes,1
635,no checking account,12,existing credits paid duly till now,education,1393,< 100 DM,≥ 7 years,4,male: single,none,4,building-soc savings / life insurance,47,bank,own,3,skilled employee/official,2,"yes, registered",yes,0
636,no checking account,24,existing credits paid duly till now,radio/television,1376,500 ≤ ... < 1000 DM,4 ≤ ... < 7 years,4,female: divorced/separated/married,none,1,car or other (not in savings),28,none,own,1,skilled employee/official,1,none,yes,0
637,no checking account,60,delay in past,radio/television,15653,< 100 DM,4 ≤ ... < 7 years,2,male: single,none,4,car or other (not in savings),21,none,own,2,skilled employee/official,1,"yes, registered",yes,0
638,no checking account,12,existing credits paid duly till now,radio/television,1493,< 100 DM,< 1 year,4,female: divorced/separated/married,none,3,car or other (not in savings),34,none,own,1,skilled employee/official,2,none,yes,0
639,< 0 DM,42,delay in past,radio/television,4370,< 100 DM,4 ≤ ... < 7 years,3,male: single,none,2,building-soc savings / life insurance,26,bank,own,2,skilled employee/official,2,"yes, registered",yes,1
640,< 0 DM,18,existing credits paid duly till now,education,750,< 100 DM,unemployed,4,female: divorced/separated/married,none,1,real estate,27,none,own,1,unemployed/unskilled - non-resident,1,none,yes,1
641,0 ≤ ... < 200 DM,15,existing credits paid duly till now,repairs,1308,< 100 DM,≥ 7 years,4,male: single,none,4,car or other (not in savings),38,none,own,2,unskilled - resident,1,none,yes,0
642,no checking account,15,existing credits paid duly till now,education,4623,100 ≤ ... < 500 DM,1 ≤ ... < 4 years,3,male: single,none,2,building-soc savings / life insurance,40,none,own,1,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,1
643,no checking account,24,critical account / other credits elsewhere,radio/television,1851,< 100 DM,4 ≤ ... < 7 years,4,male: married/widowed,guarantor,2,car or other (not in savings),33,none,own,2,skilled employee/official,1,"yes, registered",yes,0
644,< 0 DM,18,critical account / other credits elsewhere,radio/television,1880,< 100 DM,4 ≤ ... < 7 years,4,male: married/widowed,none,1,building-soc savings / life insurance,32,none,own,2,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,0
645,no checking account,36,delay in past,business,7980,unknown / none,< 1 year,4,male: single,none,4,car or other (not in savings),27,none,rent,2,skilled employee/official,1,"yes, registered",yes,1
646,< 0 DM,30,no credits / all paid duly,furniture/equipment,4583,< 100 DM,1 ≤ ... < 4 years,2,male: divorced/separated,guarantor,2,real estate,32,none,own,2,skilled employee/official,1,none,yes,0
647,no checking account,12,existing credits paid duly till now,car (new),1386,500 ≤ ... < 1000 DM,1 ≤ ... < 4 years,2,female: divorced/separated/married,none,2,building-soc savings / life insurance,26,none,own,1,skilled employee/official,1,none,yes,1
648,≥ 200 DM / salary assignment ≥ 1y,24,existing credits paid duly till now,car (new),947,< 100 DM,4 ≤ ... < 7 years,4,male: single,none,3,unknown / none,38,bank,for free,1,skilled employee/official,2,none,yes,1
649,< 0 DM,12,existing credits paid duly till now,education,684,< 100 DM,1 ≤ ... < 4 years,4,male: single,none,4,car or other (not in savings),40,none,rent,1,unskilled - resident,2,none,yes,1
650,< 0 DM,48,existing credits paid duly till now,education,7476,< 100 DM,4 ≤ ... < 7 years,4,male: single,none,1,unknown / none,50,none,for free,1,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,0
651,0 ≤ ... < 200 DM,12,existing credits paid duly till now,furniture/equipment,1922,< 100 DM,1 ≤ ... < 4 years,4,male: single,none,2,building-soc savings / life insurance,37,none,own,1,unskilled - resident,1,none,yes,1
652,< 0 DM,24,existing credits paid duly till now,car (new),2303,< 100 DM,≥ 7 years,4,male: single,co-applicant,1,real estate,45,none,own,1,skilled employee/official,1,none,yes,1
653,0 ≤ ... < 200 DM,36,delay in past,car (new),8086,100 ≤ ... < 500 DM,≥ 7 years,2,male: single,none,4,car or other (not in savings),42,none,own,4,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,1
654,no checking account,24,critical account / other credits elsewhere,car (used),2346,< 100 DM,4 ≤ ... < 7 years,4,male: single,none,3,car or other (not in savings),35,none,own,2,skilled employee/official,1,"yes, registered",yes,0
655,< 0 DM,14,existing credits paid duly till now,car (new),3973,< 100 DM,unemployed,1,male: single,none,4,unknown / none,22,none,for free,1,skilled employee/official,1,none,yes,0
656,0 ≤ ... < 200 DM,12,existing credits paid duly till now,car (new),888,< 100 DM,≥ 7 years,4,male: single,none,4,car or other (not in savings),41,bank,own,1,unskilled - resident,2,none,yes,1
657,no checking account,48,existing credits paid duly till now,radio/television,10222,unknown / none,4 ≤ ... < 7 years,4,male: single,none,3,car or other (not in savings),37,stores,own,1,skilled employee/official,1,"yes, registered",yes,0
658,0 ≤ ... < 200 DM,30,no credits / all paid duly,business,4221,< 100 DM,1 ≤ ... < 4 years,2,female: divorced/separated/married,none,1,car or other (not in savings),28,none,own,2,skilled employee/official,1,none,yes,0
659,0 ≤ ... < 200 DM,18,critical account / other credits elsewhere,furniture/equipment,6361,< 100 DM,≥ 7 years,2,male: single,none,1,unknown / none,41,none,own,1,skilled employee/official,1,"yes, registered",yes,0
660,≥ 200 DM / salary assignment ≥ 1y,12,existing credits paid duly till now,radio/television,1297,< 100 DM,1 ≤ ... < 4 years,3,male: married/widowed,none,4,real estate,23,none,rent,1,skilled employee/official,1,none,yes,0
661,< 0 DM,12,existing credits paid duly till now,car (new),900,unknown / none,1 ≤ ... < 4 years,4,male: married/widowed,none,2,car or other (not in savings),23,none,own,1,skilled employee/official,1,none,yes,1
662,no checking account,21,existing credits paid duly till now,furniture/equipment,2241,< 100 DM,≥ 7 years,4,male: single,none,2,real estate,50,none,own,2,skilled employee/official,1,none,yes,0
663,0 ≤ ... < 200 DM,6,delay in past,furniture/equipment,1050,< 100 DM,unemployed,4,male: single,none,1,building-soc savings / life insurance,35,stores,own,2,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,0
664,≥ 200 DM / salary assignment ≥ 1y,6,critical account / other credits elsewhere,education,1047,< 100 DM,1 ≤ ... < 4 years,2,female: divorced/separated/married,none,4,building-soc savings / life insurance,50,none,own,1,unskilled - resident,1,none,yes,0
665,no checking account,24,critical account / other credits elsewhere,others,6314,< 100 DM,unemployed,4,male: single,co-applicant,2,unknown / none,27,bank,own,2,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,0
666,0 ≤ ... < 200 DM,30,all credits at this bank paid duly,furniture/equipment,3496,≥ 1000 DM,1 ≤ ... < 4 years,4,male: single,none,2,car or other (not in savings),34,stores,own,1,skilled employee/official,2,"yes, registered",yes,0
667,no checking account,48,all credits at this bank paid duly,business,3609,< 100 DM,1 ≤ ... < 4 years,1,female: divorced/separated/married,none,1,real estate,27,stores,own,1,skilled employee/official,1,none,yes,0
668,< 0 DM,12,critical account / other credits elsewhere,car (new),4843,< 100 DM,≥ 7 years,3,male: single,co-applicant,4,building-soc savings / life insurance,43,none,rent,2,skilled employee/official,1,"yes, registered",yes,1
669,≥ 200 DM / salary assignment ≥ 1y,30,critical account / other credits elsewhere,radio/television,3017,< 100 DM,≥ 7 years,4,male: single,none,4,building-soc savings / life insurance,47,none,own,1,skilled employee/official,1,none,yes,0
670,no checking account,24,critical account / other credits elsewhere,business,4139,100 ≤ ... < 500 DM,1 ≤ ... < 4 years,3,male: single,none,3,building-soc savings / life insurance,27,none,own,2,unskilled - resident,1,"yes, registered",yes,0
671,no checking account,36,existing credits paid duly till now,business,5742,100 ≤ ... < 500 DM,4 ≤ ... < 7 years,2,male: single,none,2,car or other (not in savings),31,none,own,2,skilled employee/official,1,"yes, registered",yes,0
672,no checking account,60,existing credits paid duly till now,car (new),10366,< 100 DM,≥ 7 years,2,male: single,none,4,building-soc savings / life insurance,42,none,own,1,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,0
673,no checking account,6,critical account / other credits elsewhere,car (new),2080,500 ≤ ... < 1000 DM,1 ≤ ... < 4 years,1,male: married/widowed,none,2,car or other (not in savings),24,none,own,1,skilled employee/official,1,none,yes,0
674,no checking account,21,delay in past,business,2580,500 ≤ ... < 1000 DM,< 1 year,4,male: single,none,2,real estate,41,bank,own,1,unskilled - resident,2,none,yes,1
675,no checking account,30,critical account / other credits elsewhere,radio/television,4530,< 100 DM,4 ≤ ... < 7 years,4,female: divorced/separated/married,none,4,car or other (not in savings),26,none,rent,1,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,0
676,no checking account,24,critical account / other credits elsewhere,furniture/equipment,5150,< 100 DM,≥ 7 years,4,male: single,none,4,car or other (not in savings),33,none,own,1,skilled employee/official,1,"yes, registered",yes,0
677,0 ≤ ... < 200 DM,72,existing credits paid duly till now,radio/television,5595,100 ≤ ... < 500 DM,1 ≤ ... < 4 years,2,male: married/widowed,none,2,car or other (not in savings),24,none,own,1,skilled employee/official,1,none,yes,1
678,< 0 DM,24,existing credits paid duly till now,radio/television,2384,< 100 DM,≥ 7 years,4,male: single,none,4,real estate,64,bank,rent,1,unskilled - resident,1,none,yes,0
679,no checking account,18,existing credits paid duly till now,radio/television,1453,< 100 DM,< 1 year,3,female: divorced/separated/married,none,1,real estate,26,none,own,1,skilled employee/official,1,none,yes,0
680,no checking account,6,existing credits paid duly till now,education,1538,< 100 DM,< 1 year,1,female: divorced/separated/married,none,2,unknown / none,56,none,own,1,skilled employee/official,1,none,yes,0
681,no checking account,12,existing credits paid duly till now,radio/television,2279,unknown / none,1 ≤ ... < 4 years,4,male: single,none,4,unknown / none,37,none,for free,1,skilled employee/official,1,"yes, registered",yes,0
682,no checking account,15,delay in past,radio/television,1478,< 100 DM,1 ≤ ... < 4 years,4,male: married/widowed,none,3,real estate,33,bank,own,2,skilled employee/official,1,none,yes,0
683,no checking account,24,critical account / other credits elsewhere,radio/television,5103,< 100 DM,< 1 year,3,male: married/widowed,none,3,unknown / none,47,none,for free,3,skilled employee/official,1,"yes, registered",yes,0
684,0 ≤ ... < 200 DM,36,delay in past,business,9857,100 ≤ ... < 500 DM,4 ≤ ... < 7 years,1,male: single,none,3,building-soc savings / life insurance,31,none,own,2,unskilled - resident,2,"yes, registered",yes,0
685,no checking account,60,existing credits paid duly till now,car (new),6527,unknown / none,1 ≤ ... < 4 years,4,male: single,none,4,unknown / none,34,none,for free,1,skilled employee/official,2,"yes, registered",yes,0
686,≥ 200 DM / salary assignment ≥ 1y,10,critical account / other credits elsewhere,radio/television,1347,unknown / none,4 ≤ ... < 7 years,4,male: single,none,2,building-soc savings / life insurance,27,none,own,2,skilled employee/official,1,"yes, registered",yes,0
687,0 ≤ ... < 200 DM,36,delay in past,car (new),2862,100 ≤ ... < 500 DM,≥ 7 years,4,male: single,none,3,unknown / none,30,none,for free,1,skilled employee/official,1,none,yes,0
688,no checking account,9,existing credits paid duly till now,radio/television,2753,100 ≤ ... < 500 DM,≥ 7 years,3,male: single,co-applicant,4,car or other (not in savings),35,none,own,1,skilled employee/official,1,"yes, registered",yes,0
689,< 0 DM,12,existing credits paid duly till now,car (new),3651,≥ 1000 DM,1 ≤ ... < 4 years,1,male: single,none,3,building-soc savings / life insurance,31,none,own,1,skilled employee/official,2,none,yes,0
690,< 0 DM,15,critical account / other credits elsewhere,furniture/equipment,975,< 100 DM,1 ≤ ... < 4 years,2,male: divorced/separated,none,3,building-soc savings / life insurance,25,none,own,2,skilled employee/official,1,none,yes,0
691,0 ≤ ... < 200 DM,15,existing credits paid duly till now,repairs,2631,100 ≤ ... < 500 DM,1 ≤ ... < 4 years,3,female: divorced/separated/married,none,2,real estate,25,none,own,1,unskilled - resident,1,none,yes,0
692,0 ≤ ... < 200 DM,24,existing credits paid duly till now,radio/television,2896,100 ≤ ... < 500 DM,< 1 year,2,male: single,none,1,car or other (not in savings),29,none,own,1,skilled employee/official,1,none,yes,0
693,< 0 DM,6,critical account / other credits elsewhere,car (new),4716,unknown / none,< 1 year,1,male: single,none,3,real estate,44,none,own,2,unskilled - resident,2,none,yes,0
694,no checking account,24,existing credits paid duly till now,radio/television,2284,< 100 DM,4 ≤ ... < 7 years,4,male: single,none,2,car or other (not in savings),28,none,own,1,skilled employee/official,1,"yes, registered",yes,0
695,no checking account,6,existing credits paid duly till now,car (used),1236,500 ≤ ... < 1000 DM,1 ≤ ... < 4 years,2,male: single,none,4,building-soc savings / life insurance,50,none,rent,1,skilled employee/official,1,none,yes,0
696,0 ≤ ... < 200 DM,12,existing credits paid duly till now,radio/television,1103,< 100 DM,4 ≤ ... < 7 years,4,male: single,guarantor,3,real estate,29,none,own,2,skilled employee/official,1,none,no,0
697,no checking account,12,critical account / other credits elsewhere,car (new),926,< 100 DM,unemployed,1,female: divorced/separated/married,none,2,building-soc savings / life insurance,38,none,own,1,unemployed/unskilled - non-resident,1,none,yes,0
